Név,Google Maps Link,Szélességi fok,Hosszúsági fok,Weboldal,Telefon,Cím,E-mail,Összes E-mail
Mónika frissítő relaxáló masszázs,https://www.google.com/maps/place/M%C3%B3nika+friss%C3%ADt%C5%91+relax%C3%A1l%C3%B3+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db861919182b:0x8875828da7b2d7a3!8m2!3d47.5735289!4d19.1301901!16s%2Fg%2F11h_t3h68z!19sChIJKxgZGYbbQUcRo9eyp42CdYg?authuser=0&hl=hu&rclk=1,47.5735289,19.1301901,https://monika-masszazs5.webnode.hu/,06304644628,"Budapest, Benkő István u. 43, 1151",info@domainem.hu,info@domainem.hu
KV Massage,https://www.google.com/maps/place/KV+Massage/data=!4m7!3m6!1s0x5cb0e7bfdd44879:0x21719217f7838d3f!8m2!3d47.5582996!4d19.1282641!16s%2Fg%2F11y2r6l767!19sChIJeUjU_XsOywURP42D9xeScSE?authuser=0&hl=hu&rclk=1,47.5582996,19.1282641,,06307480442,"Budapest, Mátyás u. 62, 1152",,
Kenko Massage Studio,https://www.google.com/maps/place/Kenko+Massage+Studio/data=!4m7!3m6!1s0x4741dbc72a5ef875:0xb7c3c0779f4df5a9!8m2!3d47.5489584!4d19.1353207!16s%2Fg%2F11ln_xz85b!19sChIJdfheKsfbQUcRqfVNn3fAw7c?authuser=0&hl=hu&rclk=1,47.5489584,19.1353207,,,"Budapest, Sárfű u., 1156",,
"reBorn Masszázs, Mozgás, Egészség","https://www.google.com/maps/place/reBorn+Massz%C3%A1zs,+Mozg%C3%A1s,+Eg%C3%A9szs%C3%A9g/data=!4m7!3m6!1s0x4741db0f17f20351:0x7c6b97ffeb0bd6d1!8m2!3d47.5388183!4d19.1363005!16s%2Fg%2F11fp88m5gp!19sChIJUQPyFw_bQUcR0dYL6_-Xa3w?authuser=0&hl=hu&rclk=1",47.5388183,19.1363005,,06303937679,"Budapest, Nyírpalota út 2-4, 1156",,
Zsuzsa Egészségmegőrző masszázs,https://www.google.com/maps/place/Zsuzsa+Eg%C3%A9szs%C3%A9gmeg%C5%91rz%C5%91+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db1f687f27c3:0xae343d3790dfe839!8m2!3d47.5396317!4d19.1458304!16s%2Fg%2F11crz_43dp!19sChIJwyd_aB_bQUcROejfkDc9NK4?authuser=0&hl=hu&rclk=1,47.5396317,19.1458304,http://www.masszazs-ujpalota.hu/,06703910359,"Budapest, Zsókavár u. 62, 1157",masszazsujpalota@gmail.com,masszazsujpalota@gmail.com
Szelene Masszázs Studió,https://www.google.com/maps/place/Szelene+Massz%C3%A1zs+Studi%C3%B3/data=!4m7!3m6!1s0x4741c332cacd9cd3:0x4e0ea0a188c6967f!8m2!3d47.5656748!4d19.1178125!16s%2Fg%2F11h764b__9!19sChIJ05zNyjLDQUcRf5bGiKGgDk4?authuser=0&hl=hu&rclk=1,47.5656748,19.1178125,,06302941959,"Budapest, Bartók Béla u. 22, 1151",,
PRIMEFIT-Újpalota,https://www.google.com/maps/place/PRIMEFIT-%C3%9Ajpalota/data=!4m7!3m6!1s0x4741dbdf289e1157:0xd546ddb8827f4bb8!8m2!3d47.5403977!4d19.1433287!16s%2Fg%2F11fn2qsysc!19sChIJVxGeKN_bQUcRuEt_grjdRtU?authuser=0&hl=hu&rclk=1,47.5403977,19.1433287,https://ujpalota.primefit.hu/,06301551787,"Budapest, Zsókavár u. 41-47, 1157",ujpalota@primefit.hu,ujpalota@primefit.hu
Palota Szépségszalon,https://www.google.com/maps/place/Palota+Sz%C3%A9ps%C3%A9gszalon/data=!4m7!3m6!1s0x4741db0047fa6c6b:0xba1184c1cbdc0e5a!8m2!3d47.5681176!4d19.1255376!16s%2Fg%2F11vr25bbpz!19sChIJa2z6RwDbQUcRWg7cy8GEEbo?authuser=0&hl=hu&rclk=1,47.5681176,19.1255376,https://www.facebook.com/profile.php?id=61557029724576,06702183253,"Budapest, Fő út 4-6, 1151",,
Gesztelyi Nagy Bertalan gyógymasszőr,https://www.google.com/maps/place/Gesztelyi+Nagy+Bertalan+gy%C3%B3gymassz%C5%91r/data=!4m7!3m6!1s0x4741dbc059e3b77d:0x875eba8e573ee9cf!8m2!3d47.5532579!4d19.141548!16s%2Fg%2F11w_lr9ytv!19sChIJfbfjWcDbQUcRz-k-V466Xoc?authuser=0&hl=hu&rclk=1,47.5532579,19.141548,,06304303688,"Budapest, Pólus Center Fittnes Five & Gym, Szentmihályi út 131, 1152",,
Gyógyító Kéz természetgyógyász rendelő,https://www.google.com/maps/place/Gy%C3%B3gy%C3%ADt%C3%B3+K%C3%A9z+term%C3%A9szetgy%C3%B3gy%C3%A1sz+rendel%C5%91/data=!4m7!3m6!1s0x4741dbd72d151c8d:0xba2b82c976ef6621!8m2!3d47.5398995!4d19.1465227!16s%2Fg%2F11lfbbk5h5!19sChIJjRwVLdfbQUcRIWbvdsmCK7o?authuser=0&hl=hu&rclk=1,47.5398995,19.1465227,http://www.gyogyitokez.hu/,06702424207,"Budapest, Erdőkerülő u. 2, 1157",tamas@gyogyitokez.hu,tamas@gyogyitokez.hu
"Alexandra & Norbert -Gyógy,- Sportmasszőr, Rehabilitációs terapeuta","https://www.google.com/maps/place/Alexandra+%26+Norbert+-Gy%C3%B3gy,-+Sportmassz%C5%91r,+Rehabilit%C3%A1ci%C3%B3s+terapeuta/data=!4m7!3m6!1s0x4741c1312aa79aff:0xc4cd1081745027b2!8m2!3d47.5421869!4d19.1086478!16s%2Fg%2F11h_fvqh3r!19sChIJ_5qnKjHBQUcRsidQdIEQzcQ?authuser=0&hl=hu&rclk=1",47.5421869,19.1086478,http://www.fajdalomspecialista.hu/,06307845985,"Budapest, Karatna u. 3, 1155",info@fajdalomspecialista.hu,info@fajdalomspecialista.hu
Tánya Háza az egészség háza,https://www.google.com/maps/place/T%C3%A1nya+H%C3%A1za+az+eg%C3%A9szs%C3%A9g+h%C3%A1za/data=!4m7!3m6!1s0x4741db059bc03633:0x6e818a62955da52e!8m2!3d47.5389543!4d19.1193421!16s%2Fg%2F1tdnjx71!19sChIJMzbAmwXbQUcRLqVdlWKKgW4?authuser=0&hl=hu&rclk=1,47.5389543,19.1193421,,06209357945,"Budapest, Rubin u. 7, 1155",,
Martonosi Szalon,https://www.google.com/maps/place/Martonosi+Szalon/data=!4m7!3m6!1s0x4741db4d4837513b:0xe89bc120135959f3!8m2!3d47.5523801!4d19.1426279!16s%2Fg%2F11fjvwdm21!19sChIJO1E3SE3bQUcR81lZEyDBm-g?authuser=0&hl=hu&rclk=1,47.5523801,19.1426279,http://www.facebook.com/martonosiszalon,06702731863,"Budapest, Szilas park 34, 1156",,
Profimasszázs,https://www.google.com/maps/place/Profimassz%C3%A1zs/data=!4m7!3m6!1s0x4741dbe63b139083:0x65e44aea7b5b73ed!8m2!3d47.5486347!4d19.1291324!16s%2Fg%2F11pkfn0grz!19sChIJg5ATO-bbQUcR7XNbe-pK5GU?authuser=0&hl=hu&rclk=1,47.5486347,19.1291324,,06708030006,"Budapest, Bánkút u. 54, 1154",,
Tulipán Masszázs,https://www.google.com/maps/place/Tulip%C3%A1n+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db7b2abeb737:0x20de2a8bde45106b!8m2!3d47.5389399!4d19.1456379!16s%2Fg%2F11qq34wbvr!19sChIJN7e-KnvbQUcRaxBF3osq3iA?authuser=0&hl=hu&rclk=1,47.5389399,19.1456379,,06204804971,"Budapest, Zsókavár u. 61, 1157",,
Kozimasszázs,https://www.google.com/maps/place/Kozimassz%C3%A1zs/data=!4m7!3m6!1s0x4741e740c1cc20e3:0xed4eda6b6ddfd1b7!8m2!3d47.5323002!4d19.1304787!16s%2Fg%2F11vqm_33td!19sChIJ4yDMwUDnQUcRt9HfbWvaTu0?authuser=0&hl=hu&rclk=1,47.5323002,19.1304787,https://kozimasszazs.hu/,06209868909,"Budapest, Drégelyvár u. 13, 1158",,
Rabnecz Szalon,https://www.google.com/maps/place/Rabnecz+Szalon/data=!4m7!3m6!1s0x4741db029cc5c2e3:0x1d491c9c99da8d9!8m2!3d47.5469947!4d19.1264866!16s%2Fg%2F11c38fz8f3!19sChIJ48LFnALbQUcR2aidycmR1AE?authuser=0&hl=hu&rclk=1,47.5469947,19.1264866,https://www.szepsegbutik.hu/,0614106913,"Budapest, Szerencs u. 162, 1154",szepsegbutik@gmail.com,szepsegbutik@gmail.com
Masszázs Újpalota,https://www.google.com/maps/place/Massz%C3%A1zs+%C3%9Ajpalota/data=!4m7!3m6!1s0x4741db1f680eaaab:0x397b3b00e5ae6be!8m2!3d47.5412965!4d19.1391736!16s%2Fg%2F11j0jk14x4!19sChIJq6oOaB_bQUcRvuZaDrCzlwM?authuser=0&hl=hu&rclk=1,47.5412965,19.1391736,https://www.masszazs-ujpalota.hu/adatvedelmi-iranyelvek/,06709047485,"Budapest, Nyírpalota út 24, 1156",ugyfelszolgalat@naih.hu,"ugyfelszolgalat@naih.hu, lengyelzsuzsa69@gmail.com"
OsbáthTibor,https://www.google.com/maps/place/Osb%C3%A1thTibor/data=!4m7!3m6!1s0x4741dbbe16274cdd:0xd59e42b82fef19f1!8m2!3d47.544272!4d19.14155!16s%2Fg%2F11jcsw96xn!19sChIJ3UwnFr7bQUcR8RnvL7hCntU?authuser=0&hl=hu&rclk=1,47.544272,19.14155,,,"Budapest, Nyírpalota út 61, 1157",,
Bowen Budapest,https://www.google.com/maps/place/Bowen+Budapest/data=!4m7!3m6!1s0x4741dbac3358aac1:0xb0d691233f495056!8m2!3d47.5577511!4d19.1291664!16s%2Fg%2F11fdyjw1m6!19sChIJwapYM6zbQUcRVlBJPyOR1rA?authuser=0&hl=hu&rclk=1,47.5577511,19.1291664,http://www.bowenbudapest.hu/,06203226132,"Budapest, Telek u. 70, 1152",,
Álomsziget családbarát szolgáltatóház,https://www.google.com/maps/place/%C3%81lomsziget+csal%C3%A1dbar%C3%A1t+szolg%C3%A1ltat%C3%B3h%C3%A1z/data=!4m7!3m6!1s0x4741db1dc0ed08a7:0xf74a80f0b979036d!8m2!3d47.5445431!4d19.1332673!16s%2Fg%2F11c716p8yx!19sChIJpwjtwB3bQUcRbQN5ufCASvc?authuser=0&hl=hu&rclk=1,47.5445431,19.1332673,,06202156665,"Budapest, Pörge u. 90, 1154",,
Marozsán Beauty,https://www.google.com/maps/place/Marozs%C3%A1n+Beauty/data=!4m7!3m6!1s0x4741db1ad71673ab:0xe85434657d95723f!8m2!3d47.5654208!4d19.1227541!16s%2Fg%2F11fjx2gxzh!19sChIJq3MW1xrbQUcRP3KVfWU0VOg?authuser=0&hl=hu&rclk=1,47.5654208,19.1227541,http://www.marozsanbeauty.hu/,06302439966,"Budapest, Fő út 29, 1152",info@domainem.hu,"info@domainem.hu, info@bernadettbardos.hu, info@marozsanbeauty.hu, barnamarci19@gmail.com"
Oriskó Szalon,https://www.google.com/maps/place/Orisk%C3%B3+Szalon/data=!4m7!3m6!1s0x4741db0c3f51f679:0x47dbf3ae4616f72a!8m2!3d47.5769406!4d19.1296737!16s%2Fg%2F11vpx_wyzk!19sChIJefZRPwzbQUcRKvcWRq7z20c?authuser=0&hl=hu&rclk=1,47.5769406,19.1296737,https://oriskoszalon.hu/,06203512229,"Budapest, Szlacsányi Ferenc u., 1151",info@domainem.hu,"info@domainem.hu, oriskoandi50@gmail.com"
Rédeiné Bíró Anna/Szépségsziget,https://www.google.com/maps/place/R%C3%A9dein%C3%A9+B%C3%ADr%C3%B3+Anna%2FSz%C3%A9ps%C3%A9gsziget/data=!4m7!3m6!1s0x4741dbf4c778e67f:0xb90bf7dd9990b5e5!8m2!3d47.543827!4d19.1415031!16s%2Fg%2F11l_gshtf0!19sChIJf-Z4x_TbQUcR5bWQmd33C7k?authuser=0&hl=hu&rclk=1,47.543827,19.1415031,http://www.kozmetikusanna.hupont.hu/,06309417833,"Budapest, Nyírpalota út 57, 1158",,
Villa Wellness,https://www.google.com/maps/place/Villa+Wellness/data=!4m7!3m6!1s0x4741db0f8c4660b9:0x35c8f0e1b359162c!8m2!3d47.5550018!4d19.1163908!16s%2Fg%2F11pf5qm7kh!19sChIJuWBGjA_bQUcRLBZZs-HwyDU?authuser=0&hl=hu&rclk=1,47.5550018,19.1163908,,,"Budapest, Palánk u. 67, 1152",,
Ülőmunkaártalom by Ági,https://www.google.com/maps/place/%C3%9Cl%C5%91munka%C3%A1rtalom+by+%C3%81gi/data=!4m7!3m6!1s0x4741cf2c4decd63b:0x69a183dc1e8fae20!8m2!3d47.547279!4d19.136573!16s%2Fg%2F11g1lnd5qh!19sChIJO9bsTSzPQUcRIK6PHtyDoWk?authuser=0&hl=hu&rclk=1,47.547279,19.136573,https://ulomunkaartalombyagi-32d614.cms.webnode.hu/,06309397070,"Budapest, Páskomliget utca 35, 1156",,
Életerő Shiatsu Stúdió,https://www.google.com/maps/place/%C3%89leter%C5%91+Shiatsu+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c5d9671a42db:0x3966980a95215dcf!8m2!3d47.5348373!4d19.1814798!16s%2Fg%2F11tdc4bwx0!19sChIJ20IaZ9nFQUcRz10hlQqYZjk?authuser=0&hl=hu&rclk=1,47.5348373,19.1814798,https://www.eleteroshiatsu.hu/,06209143236,"Budapest, Csömöri út 271, 1162",info@domainem.hu,info@domainem.hu
Teskom Masszázs,https://www.google.com/maps/place/Teskom+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741db7284e38235:0x44198926198b62a7!8m2!3d47.5314726!4d19.1668639!16s%2Fg%2F11c1nqxjd6!19sChIJNYLjhHLbQUcRp2KLGSaJGUQ?authuser=0&hl=hu&rclk=1,47.5314726,19.1668639,http://teskomeletmod.hu/,06205020608,"Budapest, Segesvár u. 16, 1162",,
Victory Fitness World Mall (Asia Center),https://www.google.com/maps/place/Victory+Fitness+World+Mall+%28Asia+Center%29/data=!4m7!3m6!1s0x4741d9b345037c19:0xb8c2aacb429f01ea!8m2!3d47.5491179!4d19.147796!16s%2Fg%2F11h1dnj16j!19sChIJGXwDRbPZQUcR6gGfQsuqwrg?authuser=0&hl=hu&rclk=1,47.5491179,19.147796,https://ujpalota.victoryfitness.hu/,0616889163,"Budapest, Ázsia Center, Szentmihályi út 167, 1152",asiacenter@victoryfitness.hu,asiacenter@victoryfitness.hu
Casada,https://www.google.com/maps/place/Casada/data=!4m7!3m6!1s0x4741dae680860aff:0x3e93b4526103fe56!8m2!3d47.5523623!4d19.1406618!16s%2Fg%2F11fsx6w4nz!19sChIJ_wqGgObaQUcRVv4DYVK0kz4?authuser=0&hl=hu&rclk=1,47.5523623,19.1406618,https://casada.hu/casada-pontok/,0672551781,"Budapest, Szentmihályi út 131, 1152",,
ÉLETPÁLCA Természetgyógyász Mindenkinek,https://www.google.com/maps/place/%C3%89LETP%C3%81LCA+Term%C3%A9szetgy%C3%B3gy%C3%A1sz+Mindenkinek/data=!4m7!3m6!1s0x4741db217a6f78ad:0x6468d7e9f262c28e!8m2!3d47.5397684!4d19.1434293!16s%2Fg%2F1pp2tzx3c!19sChIJrXhveiHbQUcRjsJi8unXaGQ?authuser=0&hl=hu&rclk=1,47.5397684,19.1434293,https://eletpalca.hu/,06305057037,"Budapest, Zsókavár u. 37, 1157",info@eletpalca.hu,info@eletpalca.hu
Életmód Masszázs Stúdió Gergely Erika svédmasszázs - kismama masszázs- lomi lomi masszázs,https://www.google.com/maps/place/%C3%89letm%C3%B3d+Massz%C3%A1zs+St%C3%BAdi%C3%B3+Gergely+Erika+sv%C3%A9dmassz%C3%A1zs+-+kismama+massz%C3%A1zs-+lomi+lomi+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db0edb33c2bb:0xab50f6b26ff2c668!8m2!3d47.5455405!4d19.0914792!16s%2Fg%2F11ll28_wf7!19sChIJu8Iz2w7bQUcRaMbyb7L2UKs?authuser=0&hl=hu&rclk=1,47.5455405,19.0914792,http://fb.me/eletmodmasszazs,06706300394,"Budapest, Jász u. 152, 1131",,
New York Fitness,https://www.google.com/maps/place/New+York+Fitness/data=!4m7!3m6!1s0x4741db30e185f043:0x4a18513f1e6955b4!8m2!3d47.5296592!4d19.1504364!16s%2Fg%2F1thvfqjp!19sChIJQ_CF4TDbQUcRtFVpHj9RGEo?authuser=0&hl=hu&rclk=1,47.5296592,19.1504364,http://newyorkfitness.hu/,0614140919,"Budapest, Késmárk u 32, 1158",info@newyorkfitness.hu,info@newyorkfitness.hu
Marika kozmetika,https://www.google.com/maps/place/Marika+kozmetika/data=!4m7!3m6!1s0x4741db16560ba1b7:0x321ab71172ee53d!8m2!3d47.5333556!4d19.1309813!16s%2Fg%2F11h_6q6fqf!19sChIJt6ELVhbbQUcRPeUuF3GrIQM?authuser=0&hl=hu&rclk=1,47.5333556,19.1309813,,0614184614,"Budapest, Drégelyvár u. 19, 1158",,
Korall Szépségszalon,https://www.google.com/maps/place/Korall+Sz%C3%A9ps%C3%A9gszalon/data=!4m7!3m6!1s0x4741da55f8106c53:0xf8ce912530a3a54c!8m2!3d47.553106!4d19.1185447!16s%2Fg%2F11fxcz4f3_!19sChIJU2wQ-FXaQUcRTKWjMCWRzvg?authuser=0&hl=hu&rclk=1,47.553106,19.1185447,http://www.korall-szepsegszalon.com/,0613060122,"Budapest, Rákos út 62, 1152",,
PADMA Masszázs Stúdió,https://www.google.com/maps/place/PADMA+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741db56678837ef:0x3de37eb04480251b!8m2!3d47.552991!4d19.0779839!16s%2Fg%2F11rht2bfpf!19sChIJ7zeIZ1bbQUcRGyWARLB-4z0?authuser=0&hl=hu&rclk=1,47.552991,19.0779839,http://www.padmastudio.eu/,06306240854,"Budapest, Szekszárdi u. 9, 1138",,
Balázs masszázs,https://www.google.com/maps/place/Bal%C3%A1zs+massz%C3%A1zs/data=!4m7!3m6!1s0x4741db0016120229:0x6cd0e9b217a34540!8m2!3d47.5632218!4d19.1157993!16s%2Fg%2F11lp1dv8kp!19sChIJKQISFgDbQUcRQEWjF7Lp0Gw?authuser=0&hl=hu&rclk=1,47.5632218,19.1157993,,06706043760,"Budapest, Deák u. 4, 1153",,
"Simó Tünde - Masszázs Palota - Lélekmasszázs, KoroKan masszázs, Talpmasszázs","https://www.google.com/maps/place/Sim%C3%B3+T%C3%BCnde+-+Massz%C3%A1zs+Palota+-+L%C3%A9lekmassz%C3%A1zs,+KoroKan+massz%C3%A1zs,+Talpmassz%C3%A1zs/data=!4m7!3m6!1s0x4741db1fe36a8baf:0xc5e75fa89764191b!8m2!3d47.5434681!4d19.1413336!16s%2Fg%2F11f55sfb99!19sChIJr4tq4x_bQUcRGxlkl6hf58U?authuser=0&hl=hu&rclk=1",47.5434681,19.1413336,,06205011429,"Budapest, Nyírpalota út 55, 1157",,
Annamária masszázs,https://www.google.com/maps/place/Annam%C3%A1ria+massz%C3%A1zs/data=!4m7!3m6!1s0x4741dae05480c4a9:0x930ad1e9b437f0c0!8m2!3d47.5470684!4d19.14105!16s%2Fg%2F1tfj1yzp!19sChIJqcSAVODaQUcRwPA3tOnRCpM?authuser=0&hl=hu&rclk=1,47.5470684,19.14105,,06307882858,"Budapest, Nyírpalota út 93, 1157",,
TestLélekTér,https://www.google.com/maps/place/TestL%C3%A9lekT%C3%A9r/data=!4m7!3m6!1s0x4741c3838365e7bb:0xf9458b41b624daa2!8m2!3d47.562414!4d19.1147728!16s%2Fg%2F11sv31dq49!19sChIJu-dlg4PDQUcRotoktkGLRfk?authuser=0&hl=hu&rclk=1,47.562414,19.1147728,https://www.testlelekter.hu/,06317808552,"Budapest, Bácska u. 13-1.a, 1153",testlelekter@gmail.com,testlelekter@gmail.com
Andrea szépség és egészség,https://www.google.com/maps/place/Andrea+sz%C3%A9ps%C3%A9g+%C3%A9s+eg%C3%A9szs%C3%A9g/data=!4m7!3m6!1s0x4741dbd737dd605d:0x24b1d60035ccdece!8m2!3d47.5687!4d19.1246829!16s%2Fg%2F11svbzn1t1!19sChIJXWDdN9fbQUcRzt7MNQDWsSQ?authuser=0&hl=hu&rclk=1,47.5687,19.1246829,,06202846599,"Budapest, Énekes u. 9, 1151",,
L'Essence Body & Soul kozmetikai és masszázs studio,https://www.google.com/maps/place/L%27Essence+Body+%26+Soul+kozmetikai+%C3%A9s+massz%C3%A1zs+studio/data=!4m7!3m6!1s0x4741db9cc177320b:0xc07326e3108aa204!8m2!3d47.5767866!4d19.1231705!16s%2Fg%2F11rhwg3cns!19sChIJCzJ3wZzbQUcRBKKKEOMmc8A?authuser=0&hl=hu&rclk=1,47.5767866,19.1231705,,06306261504,"Budapest, Veresegyházi u. 43, 1151",,
1stCLUB Fitness & Wellness,https://www.google.com/maps/place/1stCLUB+Fitness+%26+Wellness/data=!4m7!3m6!1s0x4741c4d0e5fb088d:0x6f01b6ff01404fe6!8m2!3d47.5320384!4d19.1754869!16s%2Fg%2F11bby72w89!19sChIJjQj75dDEQUcR5k9AAf-2AW8?authuser=0&hl=hu&rclk=1,47.5320384,19.1754869,,0614050745,"Budapest, Csömöri út 227, 1162",,
Gaia Élmény,https://www.google.com/maps/place/Gaia+%C3%89lm%C3%A9ny/data=!4m7!3m6!1s0x4741c51b0cf7f29f:0x48a91018300882df!8m2!3d47.5179225!4d19.230365!16s%2Fg%2F11lgl0lyjc!19sChIJn_L3DBvFQUcR34IIMBgQqUg?authuser=0&hl=hu&rclk=1,47.5179225,19.230365,http://www.gaiaelmeny.hu/,06707194959,"Budapest, Vidámvásár u. 99-101, 1164",gaiaelmeny2020@gmail.com,gaiaelmeny2020@gmail.com
Evelin masszázs,https://www.google.com/maps/place/Evelin+massz%C3%A1zs/data=!4m7!3m6!1s0x4741c5ff8272e13d:0x48f1b118365ef350!8m2!3d47.5116213!4d19.192446!16s%2Fg%2F11l2q8_5ky!19sChIJPeFygv_FQUcRUPNeNhix8Ug?authuser=0&hl=hu&rclk=1,47.5116213,19.192446,http://www.facebook.com/evelinmasszazs16,06305663703,"Budapest, Veres Péter út 110, 1165",,
Pandamasszázs,https://www.google.com/maps/place/Pandamassz%C3%A1zs/data=!4m7!3m6!1s0x4741c4a29bccac5b:0x4ce9e771a2d0b007!8m2!3d47.5177271!4d19.220611!16s%2Fg%2F11b8ydhqh5!19sChIJW6zMm6LEQUcRB7DQonHn6Uw?authuser=0&hl=hu&rclk=1,47.5177271,19.220611,http://delightful-lily-b29997.netlify.app/,06702379077,"Budapest, Cinke u. 43, 1164",,
"Wellness Oktatási Stúdió/Masszőr képző,Masszázs tanfolyam Budapest","https://www.google.com/maps/place/Wellness+Oktat%C3%A1si+St%C3%BAdi%C3%B3%2FMassz%C5%91r+k%C3%A9pz%C5%91,Massz%C3%A1zs+tanfolyam+Budapest/data=!4m7!3m6!1s0x4741c4c9d03a54d5:0x56c709b537ce11cc!8m2!3d47.5206722!4d19.1659006!16s%2Fg%2F11h_6p_9t3!19sChIJ1VQ60MnEQUcRzBHON7UJx1Y?authuser=0&hl=hu&rclk=1",47.5206722,19.1659006,https://masszazskepzo.hu/,06204852969,"Budapest, Rákosi út 104, 1161",tanfolyamokinfo@gmail.com,tanfolyamokinfo@gmail.com
Luxury Thai Masszázs,https://www.google.com/maps/place/Luxury+Thai+Massz%C3%A1zs/data=!4m7!3m6!1s0x4741c5a40c458e81:0xcc5da7e7da279538!8m2!3d47.5409713!4d19.22493!16s%2Fg%2F11h1hq_d3m!19sChIJgY5FDKTFQUcROJUn2uenXcw?authuser=0&hl=hu&rclk=1,47.5409713,19.22493,https://luxurythaimasszazs.hu/,06703817001,"Csömör, Szabadság út 39, 2141",,
Masszázspatika-16. kerület,https://www.google.com/maps/place/Massz%C3%A1zspatika-16.+ker%C3%BClet/data=!4m7!3m6!1s0x4741c35ad9c9dd41:0x1081b44efbca42e1!8m2!3d47.50586!4d19.2047109!16s%2Fg%2F11fnsnphgn!19sChIJQd3J2VrDQUcR4ULK-060gRA?authuser=0&hl=hu&rclk=1,47.50586,19.2047109,https://masszazspatika.hu/,06202202410,"Budapest, Nyílhegy u. 8, 1163",belluspeti@gmail.com,"belluspeti@gmail.com, info@domainem.hu"
Golden Shield Massage,https://www.google.com/maps/place/Golden+Shield+Massage/data=!4m7!3m6!1s0x4741c502eba6a9bb:0xb333c815bdcb9ac8!8m2!3d47.5243444!4d19.1570077!16s%2Fg%2F11xmx9nqpn!19sChIJu6mm6wLFQUcRyJrLvRXIM7M?authuser=0&hl=hu&rclk=1,47.5243444,19.1570077,https://golden-shield-massage.reservline.com/,06703414429,"Budapest, Rákóczi út 98, 1161",,
Pangea Masszázs Stúdió,https://www.google.com/maps/place/Pangea+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c59d53d9a5bd:0x5d331298ffe426da!8m2!3d47.5241824!4d19.171057!16s%2Fg%2F11wjb3wl_4!19sChIJvaXZU53FQUcR2ibk_5gSM10?authuser=0&hl=hu&rclk=1,47.5241824,19.171057,https://www.pangeamasszazs.hu/,06306239327,"Budapest, János u. 72, 1162",,
Kertvárosi frissítő masszázs,https://www.google.com/maps/place/Kertv%C3%A1rosi+friss%C3%ADt%C5%91+massz%C3%A1zs/data=!4m7!3m6!1s0x4741c53a4217aa8b:0x2a9bce5514ca8ed5!8m2!3d47.5183648!4d19.1848503!16s%2Fg%2F11f76strvj!19sChIJi6oXQjrFQUcR1Y7KFFXOmyo?authuser=0&hl=hu&rclk=1,47.5183648,19.1848503,http://www.kertvarosimasszazs.hu/,06306503597,"Budapest, Gizella tér 1, 1161",,
Haydu Petra Debóra masszőr,https://www.google.com/maps/place/Haydu+Petra+Deb%C3%B3ra+massz%C5%91r/data=!4m7!3m6!1s0x4741db88ff13eb79:0xc30e3b56c00fc2a2!8m2!3d47.5385256!4d19.1673442!16s%2Fg%2F11l_8fdb1w!19sChIJeesT_4jbQUcRosIPwFY7DsM?authuser=0&hl=hu&rclk=1,47.5385256,19.1673442,,06303936206,"Budapest, Marcell u. 54B, 1162",,
Samassage Budapest,https://www.google.com/maps/place/Samassage+Budapest/data=!4m7!3m6!1s0x4741c5b660853611:0xc1a7ca83768b1263!8m2!3d47.5078543!4d19.1743248!16s%2Fg%2F11vwd8yplv!19sChIJETaFYLbFQUcRYxKLdoPKp8E?authuser=0&hl=hu&rclk=1,47.5078543,19.1743248,https://www.samassage.hu/,06302733604,"Budapest, Veres Péter út 21.b, 1165",,
Kertvárosi Közérzetjavító Stúdió,https://www.google.com/maps/place/Kertv%C3%A1rosi+K%C3%B6z%C3%A9rzetjav%C3%ADt%C3%B3+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741d96605364ba5:0x39ed8998c4ca5e14!8m2!3d47.5086593!4d19.161443!16s%2Fg%2F11n5s7c8g4!19sChIJpUs2BWbZQUcRFF7KxJiJ7Tk?authuser=0&hl=hu&rclk=1,47.5086593,19.161443,https://www.facebook.com/kkozerzetjavitostudio,06304329092,"Budapest, Cziráki u. 26-32-1. emelet, 1163",,
Fahéj Masszázs Stúdió,https://www.google.com/maps/place/Fah%C3%A9j+Massz%C3%A1zs+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x4741c51d2a34928b:0xab4b9bd452adce67!8m2!3d47.5387707!4d19.1903615!16s%2Fg%2F11y9b6mm66!19sChIJi5I0Kh3FQUcRZ86tUtSbS6s?authuser=0&hl=hu&rclk=1,47.5387707,19.1903615,https://fahejmasszazsstudio.my.canva.site/,06204654876,"Budapest, Csömöri út 337, 1162",fahejmasszazs@gmail.com,fahejmasszazs@gmail.com
